Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Frequently,191,Sales,1,5,Medical,1,15562,2,Male,92,3,5,Manager,3,Married,18976,15447,3,Y,No,12,3,3,80,1,12,0,4,2,1,0,1
37,No,Travel_Rarely,973,Research & Development,2,2,Medical,1,15563,3,Female,63,4,2,Laboratory Technician,3,Divorced,5207,15238,2,Y,Yes,11,3,4,80,1,10,2,3,5,3,1,2
18,Yes,Travel_Rarely,728,Research & Development,1,2,Medical,1,15564,2,Male,65,4,1,Research Director,3,Single,5834,3578,1,Y,No,11,3,4,80,1,0,2,3,0,0,0,0
55,No,Travel_Rarely,714,Research & Development,3,2,Technical Degree,1,15565,3,Female,60,1,1,Laboratory Technician,2,Married,4409,16992,4,Y,No,11,3,4,80,1,19,2,4,12,7,5,3
40,No,Travel_Frequently,1270,Research & Development,6,3,Life Sciences,1,15566,4,Male,80,3,3,Research Director,2,Married,9996,25604,7,Y,No,11,3,3,80,2,24,3,3,4,1,2,1
29,Yes,Travel_Frequently,600,Research & Development,17,2,Life Sciences,1,15567,2,Male,74,2,1,Laboratory Technician,2,Single,2439,7734,2,Y,No,11,3,2,80,2,4,3,2,2,1,0,0
51,No,Travel_Rarely,633,Sales,17,4,Technical Degree,1,15568,3,Male,86,4,3,Sales Representative,4,Divorced,8515,22917,3,Y,No,11,3,3,80,2,16,2,1,8,2,4,4
20,No,Travel_Rarely,582,Sales,5,3,Other,1,15569,4,Female,88,2,2,Sales Representative,3,Single,7377,18294,1,Y,Yes,14,3,3,80,1,0,2,2,0,0,0,0
25,No,Travel_Rarely,426,Research & Development,1,1,Other,1,15570,2,Male,31,4,1,Healthcare Representative,3,Married,1473,26873,0,Y,No,11,3,2,80,3,2,3,3,0,0,0,0
18,Yes,Travel_Rarely,676,Research & Development,16,1,Medical,1,15571,2,Female,78,2,1,Research Director,3,Single,2408,2723,2,Y,Yes,12,4,2,80,1,0,0,1,0,0,0,0
54,No,Non-Travel,746,Research & Development,13,3,Medical,1,15572,4,Male,79,4,3,Laboratory Technician,3,Married,7732,22610,6,Y,No,11,3,3,80,1,23,2,3,14,6,3,4
40,No,Travel_Rarely,1471,Research & Development,2,3,Medical,1,15573,2,Male,76,2,3,Healthcare Representative,4,Single,11088,4506,5,Y,No,18,3,2,80,0,18,1,4,8,2,0,1
43,No,Travel_Rarely,478,Sales,12,1,Technical Degree,1,15574,3,Male,66,2,2,Sales Representative,3,Married,6971,13852,2,Y,No,15,4,3,80,1,15,2,1,13,9,1,3
40,No,Travel_Rarely,1337,Research & Development,6,1,Life Sciences,1,15575,4,Female,42,2,4,Healthcare Representative,2,Divorced,7649,25158,5,Y,No,11,3,3,80,0,22,4,3,10,5,0,7
42,No,Non-Travel,501,Sales,2,2,Medical,1,15576,3,Female,82,3,4,Manager,2,Divorced,13671,16859,5,Y,No,11,3,3,80,0,26,4,2,18,11,9,3
38,No,Travel_Rarely,948,Research & Development,3,2,Medical,1,15577,3,Male,77,3,1,Manager,4,Married,1716,19433,5,Y,No,11,3,1,80,2,18,2,2,7,4,0,4
40,Yes,Travel_Rarely,600,Research & Development,10,2,Life Sciences,1,15578,4,Male,86,3,3,Healthcare Representative,2,Married,10737,16234,7,Y,No,14,3,2,80,0,18,3,1,0,0,0,0
38,No,Travel_Rarely,1319,Research & Development,7,3,Medical,1,15579,1,Female,94,3,3,Research Director,3,Divorced,7543,24219,3,Y,No,11,3,4,80,1,22,2,1,10,8,7,3
31,No,Travel_Rarely,1168,Research & Development,3,2,Medical,1,15580,3,Male,54,2,3,Research Director,1,Married,6150,8685,2,Y,Yes,14,3,3,80,0,11,3,3,8,2,1,0
37,Yes,Non-Travel,567,Sales,1,2,Marketing,1,15581,1,Male,77,2,2,Sales Representative,1,Married,8107,7035,4,Y,No,17,3,3,80,0,15,5,3,5,2,0,3
40,No,Travel_Rarely,656,Research & Development,1,1,Life Sciences,1,15582,3,Male,82,1,2,Healthcare Representative,4,Divorced,5649,17484,5,Y,No,13,4,4,80,3,24,2,3,9,4,1,7
38,No,Travel_Rarely,522,Research & Development,2,2,Life Sciences,1,15583,4,Female,95,4,2,Manager,4,Married,5289,8779,2,Y,No,11,3,2,80,0,16,3,4,4,1,0,2
23,No,Travel_Rarely,460,Research & Development,14,2,Technical Degree,1,15584,3,Female,38,3,4,Healthcare Representative,2,Single,9320,3956,3,Y,Yes,11,3,3,80,1,5,1,3,0,0,0,0
24,No,Travel_Rarely,168,Sales,18,1,Life Sciences,1,15585,4,Male,76,3,1,Manager,3,Married,2228,22500,1,Y,No,12,4,4,80,1,0,1,2,0,0,0,0
47,Yes,Travel_Rarely,394,Sales,17,1,Other,1,15586,2,Male,81,1,1,Sales Executive,4,Single,4215,24157,4,Y,No,16,3,2,80,0,29,3,1,8,3,2,2
34,No,Non-Travel,143,Human Resources,2,3,Other,1,15587,3,Female,81,3,3,Human Resources,4,Divorced,4644,8520,4,Y,No,15,3,1,80,3,14,1,3,7,2,1,5
43,No,Travel_Rarely,462,Research & Development,1,4,Technical Degree,1,15588,1,Male,82,3,4,Healthcare Representative,1,Divorced,8878,12426,6,Y,Yes,11,3,4,80,1,26,5,3,15,5,3,5
27,Yes,Travel_Frequently,823,Research & Development,1,2,Technical Degree,1,15589,2,Male,92,1,1,Research Director,4,Divorced,1057,25578,2,Y,No,11,3,3,80,0,0,1,2,0,0,0,0
23,Yes,Non-Travel,1359,Research & Development,10,3,Technical Degree,1,15590,4,Male,87,4,1,Manufacturing Director,1,Single,1696,4148,1,Y,No,11,3,3,80,1,0,3,4,0,0,0,0
29,No,Travel_Rarely,1088,Research & Development,5,2,Other,1,15591,4,Male,51,3,1,Laboratory Technician,3,Divorced,2673,16527,0,Y,No,16,3,3,80,1,0,3,4,0,0,0,0
35,No,Travel_Rarely,421,Research & Development,29,1,Other,1,15592,2,Female,73,1,1,Research Director,3,Married,3801,23118,2,Y,No,11,3,3,80,0,3,2,3,1,0,0,0
31,No,Non-Travel,1425,Sales,3,2,Technical Degree,1,15593,3,Male,94,2,3,Manager,3,Divorced,11698,22022,3,Y,No,11,3,2,80,1,11,0,3,0,0,0,0
49,No,Travel_Rarely,663,Research & Development,2,2,Life Sciences,1,15594,2,Male,76,2,3,Manager,3,Married,10533,19539,6,Y,Yes,16,3,1,80,1,19,3,2,12,10,2,4
39,No,Travel_Frequently,750,Research & Development,3,2,Other,1,15595,1,Male,97,1,1,Laboratory Technician,4,Married,2422,2511,3,Y,No,11,3,3,80,0,9,3,3,1,0,0,0
55,No,Travel_Rarely,925,Sales,7,4,Life Sciences,1,15596,3,Female,97,3,5,Manager,4,Single,20000,13274,5,Y,No,11,3,2,80,1,36,4,2,3,0,0,1
41,No,Travel_Frequently,283,Sales,1,1,Life Sciences,1,15597,3,Female,95,3,3,Sales Representative,3,Single,6621,8652,3,Y,No,15,3,2,80,0,20,2,4,2,1,0,1
18,No,Travel_Rarely,356,Research & Development,3,2,Medical,1,15598,4,Male,79,4,1,Manager,4,Married,2998,20333,0,Y,Yes,20,3,3,80,1,2,2,3,1,0,0,0
47,No,Travel_Rarely,1295,Research & Development,15,3,Technical Degree,1,15599,4,Female,48,4,4,Research Director,1,Single,20000,25542,4,Y,Yes,11,3,3,80,0,19,4,3,5,3,2,0
23,No,Travel_Rarely,497,Research & Development,6,3,Life Sciences,1,15600,3,Male,56,2,2,Healthcare Representative,2,Married,3733,12086,1,Y,No,22,3,4,80,1,5,3,4,2,1,0,1
39,No,Travel_Rarely,985,Research & Development,2,3,Medical,1,15601,2,Female,71,4,3,Research Scientist,4,Married,8580,6273,5,Y,No,11,3,3,80,2,16,3,4,13,9,3,2
30,No,Travel_Rarely,1176,Sales,1,1,Technical Degree,1,15602,4,Male,74,1,1,Manager,4,Married,1009,23886,0,Y,No,13,3,3,80,1,1,2,4,0,0,0,0
57,No,Travel_Rarely,820,Research & Development,4,1,Technical Degree,1,15603,1,Male,87,3,3,Research Scientist,2,Single,13692,16625,6,Y,No,11,3,2,80,1,33,2,2,21,5,9,18
51,No,Travel_Frequently,937,Sales,5,3,Medical,1,15604,4,Male,54,2,5,Manager,3,Married,11630,25685,8,Y,No,11,3,2,80,2,35,2,2,0,0,0,0
30,No,Travel_Frequently,1032,Sales,13,1,Marketing,1,15605,3,Male,85,4,2,Manager,4,Divorced,3919,8055,1,Y,No,11,3,3,80,2,7,2,3,1,0,0,0
36,No,Travel_Rarely,1322,Sales,11,1,Life Sciences,1,15606,2,Female,36,2,3,Manager,3,Married,8930,3440,6,Y,Yes,17,3,2,80,1,18,2,4,11,9,0,6
39,No,Travel_Frequently,640,Research & Development,2,3,Medical,1,15607,2,Female,67,2,1,Laboratory Technician,2,Married,2631,3985,1,Y,No,11,4,4,80,1,5,1,3,1,0,0,0
45,No,Travel_Rarely,1141,Sales,13,2,Medical,1,15608,3,Female,62,3,3,Manager,3,Married,6060,14844,3,Y,No,14,3,2,80,1,21,2,3,11,2,3,8
37,No,Travel_Rarely,1355,Research & Development,8,4,Medical,1,15609,4,Male,71,3,2,Manager,3,Married,3237,4224,1,Y,No,20,3,3,80,1,8,5,2,2,0,0,0
27,No,Travel_Rarely,1252,Sales,3,1,Life Sciences,1,15610,2,Female,71,3,1,Sales Executive,3,Single,3505,8491,3,Y,No,11,3,2,80,0,0,1,4,0,0,0,0
30,No,Non-Travel,1496,Human Resources,7,1,Life Sciences,1,15611,4,Male,64,3,1,Manager,3,Single,1964,19355,2,Y,Yes,11,4,4,80,0,8,2,4,7,1,4,1
37,Yes,Travel_Rarely,370,Research & Development,8,2,Other,1,15612,3,Female,100,2,2,Research Scientist,2,Married,6872,18834,2,Y,No,12,4,2,80,0,13,2,2,2,0,0,0
49,No,Travel_Frequently,889,Research & Development,5,3,Life Sciences,1,15613,1,Female,76,2,5,Healthcare Representative,2,Married,15390,9115,6,Y,No,17,3,3,80,1,33,3,4,9,2,5,6
41,No,Non-Travel,1013,Research & Development,29,2,Medical,1,15614,1,Male,31,1,3,Manager,2,Single,9097,22337,5,Y,Yes,13,4,4,80,0,24,2,2,10,8,0,8
30,No,Travel_Rarely,227,Research & Development,2,4,Medical,1,15615,3,Female,41,4,2,Manager,3,Married,1722,18110,5,Y,No,11,4,3,80,1,14,0,3,6,5,1,2
43,No,Travel_Rarely,1288,Human Resources,29,2,Other,1,15616,4,Male,31,3,3,Human Resources,3,Single,9518,22443,4,Y,No,13,3,3,80,0,24,3,1,4,0,2,1
33,Yes,Travel_Rarely,1460,Sales,3,2,Marketing,1,15617,1,Male,63,4,2,Sales Representative,2,Married,3013,2265,1,Y,No,11,3,3,80,1,7,2,2,3,0,0,2
45,No,Non-Travel,565,Research & Development,6,4,Other,1,15618,2,Female,39,2,4,Manager,3,Married,12898,26514,4,Y,No,11,4,3,80,1,26,4,4,11,3,6,4
61,No,Travel_Rarely,491,Sales,29,3,Medical,1,15619,2,Male,84,1,5,Sales Representative,2,Married,15257,18793,9,Y,No,20,3,4,80,2,39,2,3,17,8,1,8
34,No,Non-Travel,397,Human Resources,2,1,Other,1,15620,4,Male,67,4,2,Human Resources,1,Divorced,4310,8818,4,Y,Yes,17,3,1,80,1,14,6,2,3,1,1,1
45,No,Travel_Rarely,1015,Research & Development,29,2,Technical Degree,1,15621,3,Male,49,3,2,Healthcare Representative,3,Divorced,3406,4953,5,Y,No,11,3,3,80,0,17,4,3,9,4,2,7
30,No,Travel_Rarely,357,Sales,8,2,Medical,1,15622,3,Male,84,4,1,Manager,2,Divorced,3747,16457,4,Y,No,13,3,4,80,1,10,0,3,2,1,0,0
36,No,Travel_Frequently,1011,Sales,26,2,Other,1,15623,4,Male,68,4,1,Manager,2,Single,3482,18451,3,Y,No,11,4,3,80,0,4,4,2,1,0,0,0
37,No,Travel_Frequently,965,Research & Development,14,2,Technical Degree,1,15624,4,Female,33,4,2,Manager,4,Married,4015,3087,5,Y,No,13,3,3,80,1,15,4,4,10,3,2,2
35,No,Travel_Rarely,1185,Sales,8,1,Technical Degree,1,15625,3,Male,78,2,2,Sales Executive,3,Married,4169,25677,2,Y,No,19,3,4,80,2,12,3,4,2,0,0,0
60,No,Travel_Rarely,468,Sales,10,2,Other,1,15626,2,Female,31,2,5,Manager,1,Divorced,19024,24139,9,Y,No,11,3,3,80,0,41,2,4,21,7,9,13
34,No,Non-Travel,488,Research & Development,19,2,Life Sciences,1,15627,2,Female,51,3,3,Manufacturing Director,3,Married,7489,5624,5,Y,No,11,3,3,80,0,18,1,4,6,2,2,1
43,No,Travel_Rarely,262,Human Resources,29,1,Human Resources,1,15628,3,Male,75,3,3,Human Resources,3,Single,8297,2311,4,Y,No,11,3,3,80,0,18,2,4,6,2,1,0
19,No,Travel_Rarely,696,Sales,12,1,Technical Degree,1,15629,3,Female,53,1,1,Sales Representative,3,Married,1588,22079,1,Y,No,11,3,2,80,1,0,2,3,0,0,0,0
41,No,Travel_Rarely,1184,Research & Development,3,2,Life Sciences,1,15630,4,Male,56,2,3,Manufacturing Director,3,Single,5266,15626,2,Y,No,13,4,4,80,0,14,5,2,1,0,0,0
48,No,Travel_Rarely,1031,Research & Development,1,2,Other,1,15631,4,Male,68,3,3,Healthcare Representative,3,Divorced,4959,18286,2,Y,No,11,3,3,80,1,15,1,3,10,5,3,8
32,Yes,Travel_Rarely,397,Sales,3,1,Other,1,15632,4,Male,37,3,3,Manager,3,Married,4378,13752,4,Y,No,11,3,1,80,1,10,3,4,2,0,1,0
18,No,Travel_Rarely,1103,Research & Development,4,1,Technical Degree,1,15633,2,Male,31,3,1,Laboratory Technician,3,Married,2838,9169,3,Y,Yes,12,3,3,80,0,0,3,3,0,0,0,0
37,No,Travel_Rarely,231,Research & Development,9,2,Life Sciences,1,15634,3,Female,50,4,1,Healthcare Representative,3,Single,2288,4545,6,Y,Yes,16,3,2,80,1,17,2,4,5,3,2,1
37,No,Travel_Rarely,1385,Research & Development,1,2,Medical,1,15635,4,Male,30,2,2,Manager,1,Married,8602,8534,2,Y,Yes,20,3,2,80,2,16,3,4,8,2,3,3
44,No,Travel_Rarely,453,Research & Development,5,2,Life Sciences,1,15636,2,Female,83,4,2,Laboratory Technician,3,Married,6208,3597,4,Y,No,11,4,1,80,1,21,4,2,7,2,3,3
56,No,Non-Travel,344,Research & Development,4,2,Technical Degree,1,15637,2,Female,97,3,4,Manufacturing Director,4,Married,20000,15093,5,Y,Yes,21,4,3,80,1,34,3,3,23,7,13,6
33,No,Travel_Rarely,1219,Research & Development,16,1,Technical Degree,1,15638,2,Male,36,2,1,Research Scientist,1,Divorced,2839,13507,1,Y,No,14,3,3,80,1,1,3,3,0,0,0,0
29,No,Travel_Rarely,237,Research & Development,19,1,Medical,1,15639,3,Female,36,4,1,Research Scientist,4,Married,1971,10495,3,Y,Yes,11,3,4,80,1,7,0,3,1,0,0,0
26,No,Travel_Rarely,262,Research & Development,5,1,Other,1,15640,2,Female,37,4,1,Research Scientist,2,Married,2558,21210,2,Y,No,13,3,3,80,2,0,5,4,0,0,0,0
39,No,Travel_Rarely,1223,Research & Development,3,2,Medical,1,15641,4,Female,40,3,3,Healthcare Representative,4,Divorced,8591,18782,3,Y,No,11,3,3,80,1,18,3,4,3,1,0,2
42,No,Travel_Rarely,1138,Research & Development,2,1,Medical,1,15642,4,Male,67,3,2,Manager,2,Married,4997,12278,4,Y,No,15,3,1,80,0,21,3,1,7,2,2,1
32,Yes,Travel_Rarely,414,Research & Development,4,1,Technical Degree,1,15643,2,Male,54,2,2,Manager,3,Married,4100,4535,1,Y,Yes,14,3,1,80,2,8,4,3,3,1,0,0
44,No,Travel_Frequently,463,Sales,13,4,Marketing,1,15644,2,Male,56,1,4,Sales Representative,3,Married,9011,26389,8,Y,No,14,3,2,80,2,22,3,2,2,0,0,1
41,No,Travel_Rarely,107,Sales,4,3,Other,1,15645,3,Female,61,3,4,Sales Executive,3,Married,14623,4820,4,Y,No,11,4,4,80,0,13,6,1,1,0,0,0
37,No,Travel_Rarely,1138,Research & Development,20,1,Medical,1,15646,4,Male,97,4,2,Research Scientist,2,Married,5611,17506,4,Y,No,16,3,1,80,1,10,0,4,6,3,1,3
28,Yes,Travel_Rarely,321,Sales,10,1,Marketing,1,15647,2,Female,100,2,1,Sales Representative,2,Single,2078,11050,1,Y,No,11,3,3,80,0,1,1,4,0,0,0,0
32,No,Travel_Rarely,988,Research & Development,4,1,Technical Degree,1,15648,3,Female,100,1,2,Manufacturing Director,3,Married,8434,10694,4,Y,No,11,4,3,80,0,10,4,2,7,2,1,5
18,No,Travel_Rarely,714,Research & Development,1,2,Medical,1,15649,4,Male,32,3,4,Research Scientist,4,Single,20000,13403,2,Y,Yes,14,4,1,80,0,0,1,4,0,0,0,0
39,Yes,Travel_Rarely,374,Research & Development,7,1,Medical,1,15650,3,Male,50,4,1,Research Director,4,Single,1964,22511,4,Y,No,12,3,3,80,2,19,3,2,10,1,5,3
37,Yes,Travel_Rarely,955,Research & Development,1,1,Technical Degree,1,15651,2,Female,31,3,1,Manufacturing Director,4,Single,3692,15111,3,Y,Yes,11,3,4,80,1,16,3,2,9,4,0,4
39,No,Travel_Rarely,384,Research & Development,3,2,Life Sciences,1,15652,3,Male,85,3,1,Healthcare Representative,4,Married,5476,13116,5,Y,Yes,11,3,4,80,0,19,3,1,2,1,1,0
42,No,Travel_Rarely,204,Sales,4,4,Marketing,1,15653,2,Male,46,4,4,Manager,2,Single,17868,19902,6,Y,No,11,3,2,80,0,26,2,3,9,6,1,1
41,Yes,Travel_Rarely,174,Research & Development,4,3,Life Sciences,1,15654,3,Male,55,2,2,Laboratory Technician,3,Divorced,4346,11087,3,Y,No,12,4,3,80,0,19,2,4,9,0,0,2
36,Yes,Travel_Frequently,1007,Human Resources,1,2,Life Sciences,1,15655,4,Male,91,2,3,Human Resources,3,Married,7022,25370,3,Y,Yes,11,3,2,80,1,8,1,3,1,0,0,0
37,No,Travel_Frequently,990,Human Resources,10,2,Life Sciences,1,15656,3,Male,36,3,3,Manager,4,Married,5975,11851,3,Y,No,11,3,2,80,0,12,3,3,3,2,0,0
24,No,Travel_Frequently,1317,Research & Development,5,1,Medical,1,15657,3,Male,40,4,1,Laboratory Technician,4,Married,1350,16675,2,Y,No,11,3,3,80,1,0,6,2,0,0,0,0
31,No,Travel_Rarely,653,Sales,13,1,Marketing,1,15658,4,Male,38,2,1,Sales Executive,3,Single,1633,5810,1,Y,No,11,4,3,80,0,0,0,4,0,0,0,0
37,No,Non-Travel,225,Research & Development,2,2,Other,1,15659,3,Male,74,2,1,Research Director,2,Divorced,3190,18629,3,Y,No,11,3,4,80,3,14,4,1,6,4,2,4
30,No,Travel_Rarely,955,Research & Development,18,3,Technical Degree,1,15660,3,Male,99,2,1,Research Scientist,1,Single,1009,14964,5,Y,No,17,4,3,80,2,12,1,4,8,1,2,2
45,No,Travel_Rarely,256,Research & Development,14,3,Life Sciences,1,15661,4,Male,41,3,4,Research Director,4,Single,15646,25597,7,Y,No,11,3,2,80,2,29,3,2,10,2,4,4
31,No,Travel_Rarely,847,Sales,3,2,Life Sciences,1,15662,3,Female,75,3,3,Sales Executive,3,Married,7331,9366,3,Y,No,22,3,4,80,0,9,2,2,4,0,0,2
39,No,Travel_Rarely,1466,Research & Development,3,2,Life Sciences,1,15663,4,Male,74,1,4,Manager,3,Married,11360,25369,4,Y,No,15,3,3,80,3,20,0,3,11,9,4,7
38,No,Travel_Frequently,1479,Research & Development,1,2,Technical Degree,1,15664,3,Male,96,4,1,Research Scientist,1,Married,2172,20334,2,Y,No,15,4,3,80,1,12,2,3,6,4,1,3
44,Yes,Travel_Rarely,867,Research & Development,2,3,Life Sciences,1,15665,3,Female,57,2,5,Healthcare Representative,3,Divorced,14560,16257,3,Y,No,13,3,2,80,0,13,2,3,5,1,1,4
46,No,Travel_Frequently,1395,Human Resources,2,2,Other,1,15666,3,Male,66,4,4,Human Resources,4,Married,14558,18041,5,Y,No,11,3,3,80,2,26,0,4,0,0,0,0
44,No,Travel_Rarely,866,Sales,25,2,Technical Degree,1,15667,1,Male,58,3,3,Sales Representative,2,Married,7259,23377,2,Y,Yes,18,3,3,80,1,15,1,3,1,0,0,0
18,No,Travel_Rarely,823,Research & Development,9,1,Technical Degree,1,15668,2,Female,79,3,1,Healthcare Representative,3,Divorced,1009,16101,3,Y,No,18,3,2,80,2,2,3,2,0,0,0,0
48,No,Travel_Frequently,551,Research & Development,6,1,Technical Degree,1,15669,3,Male,82,3,3,Research Scientist,4,Married,6468,16443,5,Y,No,11,3,4,80,1,24,5,2,10,5,2,1
52,Yes,Travel_Rarely,747,Research & Development,12,1,Technical Degree,1,15670,3,Female,75,4,1,Healthcare Representative,2,Married,3283,9869,4,Y,No,11,4,3,80,0,24,1,4,9,2,5,1
32,No,Travel_Rarely,820,Human Resources,5,2,Other,1,15671,3,Female,46,4,3,Manager,1,Married,8238,13107,2,Y,No,16,4,3,80,1,16,4,2,10,8,1,3
39,No,Travel_Rarely,758,Research & Development,1,2,Other,1,15672,4,Male,72,4,1,Manufacturing Director,3,Single,2663,6659,4,Y,No,13,3,3,80,0,18,2,4,7,1,6,3
29,No,Travel_Rarely,1360,Research & Development,16,5,Other,1,15673,2,Male,82,3,2,Research Director,1,Married,3425,17577,1,Y,Yes,11,4,4,80,1,6,2,4,2,0,1,0
18,No,Travel_Rarely,410,Sales,3,2,Medical,1,15674,3,Male,37,3,1,Sales Representative,2,Married,1926,18607,1,Y,Yes,11,3,2,80,2,2,5,2,0,0,0,0
30,No,Travel_Rarely,1261,Sales,3,3,Marketing,1,15675,3,Male,93,4,3,Sales Representative,3,Divorced,8969,5488,1,Y,Yes,11,3,3,80,2,3,6,3,1,0,0,0
32,No,Travel_Frequently,1074,Sales,3,3,Other,1,15676,1,Female,81,2,2,Manager,4,Married,4901,8802,2,Y,No,11,3,4,80,0,12,6,1,5,1,1,2
34,No,Non-Travel,468,Human Resources,11,2,Other,1,15677,4,Male,62,2,1,Manager,3,Single,2202,4795,4,Y,Yes,11,3,3,80,0,14,1,3,5,4,0,1
28,No,Non-Travel,722,Research & Development,3,2,Medical,1,15678,1,Male,49,2,2,Healthcare Representative,1,Married,5032,5909,2,Y,No,11,4,4,80,0,12,1,3,11,3,5,5
30,No,Non-Travel,170,Research & Development,5,1,Life Sciences,1,15679,3,Male,78,3,2,Research Scientist,2,Married,3625,6991,2,Y,No,12,3,2,80,1,6,1,4,1,0,0,0
37,No,Travel_Rarely,967,Research & Development,5,1,Technical Degree,1,15680,4,Male,63,3,1,Research Scientist,2,Married,2118,23039,4,Y,No,19,3,4,80,0,11,3,1,7,4,2,1
30,No,Travel_Rarely,637,Sales,6,3,Life Sciences,1,15681,4,Male,67,3,2,Sales Executive,2,Single,5421,21018,3,Y,No,11,3,3,80,2,5,3,3,4,1,3,2
42,No,Travel_Rarely,262,Sales,16,2,Technical Degree,1,15682,1,Male,69,4,3,Manager,4,Married,13241,18559,3,Y,Yes,11,3,3,80,1,23,3,2,7,2,1,4
43,No,Travel_Rarely,658,Research & Development,1,1,Technical Degree,1,15683,3,Female,49,3,3,Research Director,4,Single,4691,22138,5,Y,No,14,3,4,80,1,26,1,3,6,4,1,3
60,No,Travel_Rarely,376,Human Resources,4,2,Other,1,15684,3,Male,90,3,5,Human Resources,4,Married,10840,13440,8,Y,No,11,3,3,80,0,37,1,4,16,14,0,6
48,No,Non-Travel,396,Sales,1,2,Technical Degree,1,15685,1,Male,98,2,4,Sales Executive,3,Divorced,6830,2893,4,Y,Yes,12,4,2,80,0,17,1,3,7,4,2,0
39,No,Travel_Frequently,323,Research & Development,6,2,Technical Degree,1,15686,3,Male,78,2,3,Research Scientist,4,Single,8490,6426,2,Y,No,14,3,1,80,3,14,3,2,5,1,1,3
31,No,Non-Travel,1365,Research & Development,3,1,Medical,1,15687,3,Male,88,4,1,Healthcare Representative,3,Married,2661,7240,3,Y,No,14,3,2,80,1,13,2,3,9,1,1,4
40,No,Travel_Rarely,410,Sales,5,2,Other,1,15688,3,Male,49,3,1,Sales Executive,3,Married,8138,7317,4,Y,No,11,3,3,80,2,19,3,3,6,5,1,3
40,No,Travel_Rarely,1499,Research & Development,8,1,Medical,1,15689,2,Male,96,3,2,Manager,3,Married,2930,8020,7,Y,No,11,4,2,80,1,24,2,3,3,2,0,2
32,No,Travel_Rarely,1000,Research & Development,3,2,Medical,1,15690,4,Male,66,1,3,Healthcare Representative,3,Married,8759,7832,2,Y,No,11,3,2,80,0,16,1,3,1,0,0,0
44,No,Non-Travel,1427,Sales,2,1,Medical,1,15691,2,Male,62,2,1,Sales Executive,2,Married,1085,5819,2,Y,No,11,3,2,80,0,14,2,2,4,2,2,1
24,No,Travel_Rarely,316,Research & Development,3,2,Other,1,15692,2,Male,35,2,3,Manager,3,Married,7600,25390,2,Y,Yes,11,4,3,80,0,7,4,3,3,0,1,1
35,No,Travel_Rarely,197,Research & Development,6,2,Life Sciences,1,15693,4,Female,53,2,2,Research Scientist,4,Divorced,1091,12967,4,Y,No,18,3,3,80,0,15,2,2,9,3,0,5
42,No,Travel_Rarely,310,Research & Development,5,3,Technical Degree,1,15694,3,Male,56,4,3,Laboratory Technician,1,Married,5665,25722,3,Y,No,11,3,4,80,1,22,3,3,13,9,2,8
34,No,Travel_Rarely,1187,Sales,22,3,Life Sciences,1,15695,3,Female,66,3,3,Sales Representative,4,Single,3770,19042,4,Y,No,19,3,4,80,1,8,3,1,2,0,0,1
35,No,Travel_Frequently,1261,Sales,1,4,Technical Degree,1,15696,4,Male,35,3,3,Manager,3,Divorced,11168,26467,4,Y,No,11,3,4,80,1,16,4,2,10,6,1,7
36,No,Travel_Frequently,402,Research & Development,6,1,Technical Degree,1,15697,4,Female,51,3,1,Manufacturing Director,2,Single,1009,3102,6,Y,Yes,15,4,3,80,1,20,3,2,13,4,3,7
29,No,Travel_Frequently,962,Research & Development,1,2,Life Sciences,1,15698,3,Male,65,1,3,Research Scientist,2,Divorced,4932,25322,1,Y,No,11,3,4,80,1,7,2,3,0,0,0,0
48,Yes,Travel_Rarely,1009,Research & Development,9,1,Life Sciences,1,15699,1,Male,99,3,1,Healthcare Representative,3,Married,3513,6816,2,Y,Yes,12,4,2,80,0,15,2,2,5,3,1,1
27,No,Travel_Rarely,451,Research & Development,1,2,Medical,1,15700,3,Female,50,3,1,Healthcare Representative,4,Married,1889,13512,1,Y,No,11,3,3,80,1,0,4,1,0,0,0,0
40,No,Travel_Rarely,1290,Research & Development,2,2,Other,1,15701,1,Female,42,4,2,Healthcare Representative,2,Married,4334,17518,5,Y,No,11,3,2,80,1,7,4,2,4,3,1,1
41,No,Travel_Rarely,270,Sales,7,1,Other,1,15702,4,Female,48,3,1,Manager,3,Single,1888,17201,4,Y,No,11,3,3,80,1,15,0,3,3,1,0,0
28,No,Travel_Rarely,124,Research & Development,4,2,Life Sciences,1,15703,3,Male,91,3,3,Research Director,3,Married,9758,7518,2,Y,No,11,3,1,80,1,12,2,2,2,1,0,0
38,No,Travel_Rarely,143,Research & Development,4,1,Medical,1,15704,2,Male,89,3,2,Research Scientist,2,Married,5811,21793,4,Y,Yes,11,3,4,80,3,15,2,1,2,1,0,0
